Locus	Obs. Het. BP	Obs FST	FST P-value	1-FST quantile	(if P-value=2 -> uncomputed value because Obs.Het.BP is out of simulated bounds)
1	0.101855	-0.00616121	0.117894	0.88210632
2	0.13394441	0.039619014	0.41092786	0.41092786
3	0.15577926	0.053386426	0.33940685	0.33940685
4	0.097280529	0.036974151	0.38908559	0.38908559
5	0.12952314	0.1245666	0.075872393	0.075872393
6	0.14924326	-0.0066587152	0.10242939	0.89757061
7	0.10480933	0.064408573	0.21152375	0.21152375
8	0.20754305	0.013096797	0.32858133	0.67141867
9	0.12656224	0.018524039	0.40390828	0.59609172
10	0.24923873	0.052721227	0.34928754	0.34928754
11	0.52694852	0.096830858	0.21038052	0.21038052
12	0.25179677	-0.0063492996	0.10406988	0.89593012
13	0.52057656	0.078108907	0.25753166	0.25753166
14	0.44364393	0.014846403	0.35391452	0.64608548
15	0.25226478	-0.0037806128	0.12904705	0.87095295
16	0.2508261	-0.0040750663	0.12616963	0.87383037
17	0.46540481	0.031791869	0.45808217	0.45808217
18	0.46197186	0.026746182	0.49309315	0.50690685
19	0.29224263	0.04265695	0.40946157	0.40946157
20	0.29912875	0.033725737	0.47140315	0.47140315
21	0.30749561	0.078429607	0.23956567	0.23956567
22	0.28530887	0.052750489	0.35142339	0.35142339
23	0.25402585	0.019059276	0.39200671	0.60799329
24	0.49894808	0.00074308472	0.187798	0.812202
25	0.25916003	0.023942998	0.44103221	0.55896779
26	0.10973731	0.054035236	0.2803332	0.2803332
27	0.29532412	0.009941517	0.2879663	0.7120337
28	0.22875832	0.00033917462	0.17565881	0.82434119
29	0.25943786	-0.0054834857	0.11143538	0.88856462
30	0.47734882	0.10596747	0.13235857	0.13235857
31	0.17186225	0.014738863	0.34629429	0.65370571
32	0.46497671	0.087846269	0.18597089	0.18597089
33	0.1012008	0.00441159	0.24396044	0.75603956
34	0.47734882	0.10596747	0.13235857	0.13235857
35	0.18692369	-0.0067059568	0.10093617	0.89906383
36	0.49087532	0.022459285	0.45910505	0.54089495
37	0.39880878	-0.0057364078	0.10940567	0.89059433
38	0.33928335	0.019401511	0.39402503	0.60597497
